id,first_name,last_name,dob,photo_url
855112,Jim,Carrery,1962-01-17,http://jimcarreyonline.com/pics/acev1/pics/ven07.jpg
872001,Halle,Barry,1966-08-14,http://www.imdb.com/name/nm0000932/photogallery
872002,Ice,Cube,1969-06-15,http://www.imdb.com/name/nm0001084/photogallery
872003,Ben,Stiller,1965-11-30,"http://www.imdb.com/gallery/granitz/2653/Events/2653/BenStiller_Cohen_4071584_400.jpg?path=pgallery&path_key=Stiller,%20Ben"
872004,Vince,Vaughn,1970-03-28,http://ia.imdb.com/media/imdb/01/I/18/65/38m.jpg
872005,Snoop,Dogg,1971-10-20,http://ia.imdb.com/media/imdb/01/I/85/45/22m.jpg
872006,Denzel,Washington,1954-12-28,http://www2.filmweb.no/multimedia/archive/00011/Training_Day_-_Denze_11283a.jpg
872007,Christopher,Walken,1943-03-31,http://www.imdb.com/name/nm0000686/photogallery
872008,Nicole,Kidman,1967-06-20,uk.imdb.com/name/nm0000173/
872009,Tom,Cruise,1962-07-03,http://www.imdb.com/name/nm0000129/photogallery
872010,Jamie,Fox,1967-12-13,http://ia.imdb.com/media/imdb/01/I/21/55/12m.jpg
872011,Kerry,Washington,1977-01-05,http://ia.imdb.com/media/imdb/01/I/96/87/16m.jpg
907000,Samuel,Jackson,1948-12-21,"http://www.imdb.com/gallery/granitz/2678/Events/2678/SamuelLJac_Grani_4186133_400.jpg?path=pgallery&path_key=Jackson,%20Samuel%20L."
907001,Tony,Shalhoub,1953-10-09,http://ia.imdb.com/media/imdb/01/I/87/92/32m.jpg
907002,Steve,Coogan,1965-10-14,http://ia.imdb.com/media/imdb/01/I/12/47/26m.jpg
907003,Keir,Dullea,1936-05-30,http://ia.imdb.com/media/imdb/01/I/31/05/12m.jpg
907004,Malcolm,McDowell,1943-06-13,http://ia.imdb.com/media/imdb/01/I/51/94/12m.jpg
907005,Kurt,Russell,1951-03-17,http://www.imdb.com/name/nm0000621/photogallery
907006,Hilary,Swank,1974-07-30,http://ia.imdb.com/media/imdb/01/I/23/95/12m.jpg
907007,Christian,Bale,1974-01-30,http://www.imdb.com/name/nm0000288/photogallery
907008,Timothy,Spall,1957-02-27,http://ia.imdb.com/media/imdb/01/I/38/16/12m.jpg
907009,Tara,Subkoff,1973-01-01,http://ia.imdb.com/media/imdb/01/I/78/17/12m.jpg
